contact_name,contact_number,contact_email,city,state
Noida 17Amity Intnl. School Sec-44 Noida G B Nagar Up,9312746112,rkapur@aisn.amity.edu,Noida,Uttar Pradesh
Noida 14Amar Public School Sec-37 Noida G B Nagar Up,9899874777,amarpublicschool@yahoo.com,Noida,Uttar Pradesh
Noida 13Adarsh Pub Sch Sec-52 Noida G B Nagar Up,9818233009,adarshpublicschool.121@gmail.com,Noida,Uttar Pradesh
Army Pub School Mathura Cantt Uttar Pradesh,8126696612,anjumalhotra4567@gmail.com,Mathura,Uttar Pradesh
Army Pub School Mathura Cantt Uttar Pradesh,9897087153,apsmathuracantt@gmail.com,Mathura,Uttar Pradesh
Army Pub School Mathura Cantt Uttar Pradesh,9012734462,apsmathuracantt@gmail.com,Mathura,Uttar Pradesh
Jawahar Navodaya Vidyalaya Mathura Up,8596972880,jnvmathura@gmail.com,Mathura,Uttar Pradesh
Jawahar Navodaya Vidyalaya Mathura Up,9990238039,sanjeev121271@gmail.com,Mathura,Uttar Pradesh
Jawahar Navodaya Vidyalaya Mathura Up,9012215828,jnvmathura@gmail.com,Mathura,Uttar Pradesh
Svs International School Karab Mathura Up,8881131088,diljeet.svs@gmail.com,Mathura,Uttar Pradesh
Svs International School Karab Mathura Up,8923027027,ramcharan.fouzdar@gmail.com,Mathura,Uttar Pradesh
S. Tagore Acdmy Pub Sch Mahuvan Farah Mathura Up,8630132010,staschool7@gmail.com,Mathura,Uttar Pradesh
S. Tagore Acdmy Pub Sch Mahuvan Farah Mathura Up,9027336556,upsigma@gmail.com,Mathura,Uttar Pradesh
Delhi Public Sch Nh2 Akbarpur Chhata Mathura Up,7618878787,kavita.ravika@gmail.com,Mathura,Uttar Pradesh
Delhi Public Sch Nh2 Akbarpur Chhata Mathura Up,983752559,ruchiaroradpsmathura@gmail.com,Mathura,Uttar Pradesh
Bda Saraswati Vidya Mandir Maholi Mathura Up,9557422433,yogirss01@gmail.com,Mathura,Uttar Pradesh
Bda Saraswati Vidya Mandir Maholi Mathura Up,9410076328,jayshrisoniya@gmail.com,Mathura,Uttar Pradesh
Bda Saraswati Vidya Mandir Maholi Mathura Up,9761044852,mukesh01tarkar@gmail.com,Mathura,Uttar Pradesh
The Millennium School Mauja Govndpr Mathura Up,7536039000,tmsmathura@gmail.com,Mathura,Uttar Pradesh
The Millennium School Mauja Govndpr Mathura Up,7253979001,principal.mathura@millenniumschools.co.in,Mathura,Uttar Pradesh
Ch Arjun S G Pub Sch Shergarh Mathura Up,9837554600,casgpublicschool@gmail.com,Mathura,Uttar Pradesh
Ch Arjun S G Pub Sch Shergarh Mathura Up,9410839528,casanitachaudhary@gmail.com,Mathura,Uttar Pradesh
Ch Arjun S G Pub Sch Shergarh Mathura Up,8755415481,dhanvantichaturvedi61@gmail.com,Mathura,Uttar Pradesh
Delhi World Public School Kosikalan Mathura Up,8265889931,rathorsandeep5@gmail.com,Mathura,Uttar Pradesh
Delhi World Public School Kosikalan Mathura Up,8791792500,bs9786061@gmail.com,Mathura,Uttar Pradesh
Delhi World Public School Kosikalan Mathura Up,9027862477,annumalik34@gmail.com,Mathura,Uttar Pradesh
Heritage Public School Mathura Up,7060132323,bon367@gmail.com,Mathura,Uttar Pradesh
Heritage Public School Mathura Up,7300966912,heritage.vbn@gmail.com,Mathura,Uttar Pradesh
Heritage Public School Mathura Up,8171100803,bimt2000@gmail.com,Mathura,Uttar Pradesh
Rk International School Vpo Paigaon Chhata,8868911552,rkinternationalpaigaon@gmail.com,Agra,Uttar Pradesh
Rk International School Vpo Paigaon Chhata,7900300082,rkinternationalpaigaon@gmail.com,Agra,Uttar Pradesh
Symbiosis School For Excellence Salempur Mathura,9634574845,skgoyal.44@gmail.com,Mathura,Uttar Pradesh
Symbiosis School For Excellence Salempur Mathura,7830043004,siyaradhey@gmail.com,Mathura,Uttar Pradesh
Symbiosis School For Excellence Salempur Mathura,9412538489,sapnakaushik799@gmail.com,Mathura,Uttar Pradesh
Elite New Gen Int Sch Saraswati Kund Mathura Up,7618102221,engis.mathura@gmail.com,Mathura,Uttar Pradesh
S S D Public School Sadabad Road Raya Mathura Up,7451924262,principalssdinfo@gmail.com,Mathura,Uttar Pradesh
S S D Public School Sadabad Road Raya Mathura Up,9536340999,principalssdinfo@gmail.com,Mathura,Uttar Pradesh
Sophia Public School Chikada Sadabad Rd Mathura,7906451142,singh.himanshu92@gmail.com,Mathura,Uttar Pradesh
Sophia Public School Chikada Sadabad Rd Mathura,9084522617,naren4021@gmail.com,Mathura,Uttar Pradesh
Sophia Public School Chikada Sadabad Rd Mathura,9759537800,singh.himanshu92@gmail.com,Mathura,Uttar Pradesh
K R S D Pub Sch Raipur Lohavan Mahavan Mathura,7500555504,krsdpublicschool@gmail.com,Mathura,Uttar Pradesh
K R S D Pub Sch Raipur Lohavan Mahavan Mathura,7060191431,krsdpublicschool@gmail.com,Mathura,Uttar Pradesh
Krishnakulam Vill-Koyal Raya Mathura Up,9997422600,deepak.krishnakulam@gmail.com,Mathura,Uttar Pradesh
Krishnakulam Vill-Koyal Raya Mathura Up,7253808004,dean.krishnakulam@gmail.com,Mathura,Uttar Pradesh
Krishnakulam Vill-Koyal Raya Mathura Up,7253808001,principal.krishnakulam@gmail.com,Mathura,Uttar Pradesh
Ganga Devi Vidhya Niketan Barsana Mathura Up,9897356011,gdvnbarsana@gmail.com,Mathura,Uttar Pradesh
Ganga Devi Vidhya Niketan Barsana Mathura Up,9012954289,sagarshrotriya@gmail.com,Mathura,Uttar Pradesh
Ganga Devi Vidhya Niketan Barsana Mathura Up,9027777067,gdvnbarsana@gmail.com,Mathura,Uttar Pradesh
R M V N Jr High School V&P Mant Raja Mathura Up,9634559245,rmvninfo@gmail.com,Mathura,Uttar Pradesh
R M V N Jr High School V&P Mant Raja Mathura Up,8791771959,rmvninfo@gmail.com,Mathura,Uttar Pradesh
R M V N Jr High School V&P Mant Raja Mathura Up,9829799342,rmvninfo@gmail.com,Mathura,Uttar Pradesh
Kanha Makhan Public School Teh-Vridavan Mathura,7055992007,chaudharynatwar7777777@gmail.com,Mathura,Uttar Pradesh
Kanha Makhan Public School Teh-Vridavan Mathura,6398175756,chandnibhatia75@gmail.com,Mathura,Uttar Pradesh
Kanha Makhan Public School Teh-Vridavan Mathura,9557486863,vandanagupta1087@gmail.com,Mathura,Uttar Pradesh
Kanha Makhan Public School Nh-2 Baad Mathura Up,8899934752,kmpstownship2017@gmail.com,Mathura,Uttar Pradesh
Kanha Makhan Public School Nh-2 Baad Mathura Up,8899934753,kmpstownship2017@gmail.com,Mathura,Uttar Pradesh
Kanha Makhan Public School Nh-2 Baad Mathura Up,8899934751,kmpstownship2017@gmail.com,Mathura,Uttar Pradesh
New Imperial Public School Edal Garhi Mathura Up,9927640987,newimerialpublicschool@gmail.com,Mathura,Uttar Pradesh
New Imperial Public School Edal Garhi Mathura Up,9557310779,pavansaxena652@gmail.com,Mathura,Uttar Pradesh
New Imperial Public School Edal Garhi Mathura Up,9719636967,pavansaxena652@gmail.com,Mathura,Uttar Pradesh
Jag Intnl Jr High Sch Narholi Po-Aduki Mathura,8368525625,jagischool@gmail.com,Mathura,Uttar Pradesh
Jag Intnl Jr High Sch Narholi Po-Aduki Mathura,8273947394,jagischool@gmail.com,Mathura,Uttar Pradesh
P D U S V M Inter College Post Farah Mathura Up,9319501030,ptddusvm1204@gmail.com,Mathura,Uttar Pradesh
P D U S V M Inter College Post Farah Mathura Up,9870774086,ptddusvm1204@gmail.com,Mathura,Uttar Pradesh
P D U S V M Inter College Post Farah Mathura Up,9897067034,ptddusvm1204@gmail.com,Mathura,Uttar Pradesh
N R I Public School Vpo-Mitthauli Mathura Up,9719348892,mpsinghchaudhary@gmail.com,Mathura,Uttar Pradesh
N R I Public School Vpo-Mitthauli Mathura Up,8859801030,mamtathakur8859@gmail.com,Mathura,Uttar Pradesh
N R I Public School Vpo-Mitthauli Mathura Up,8859803010,ch.hgaster@gmail.com,Mathura,Uttar Pradesh
B B R International School Runchi Mathura Up,7055000145,shelamathew123@gmail.com,Mathura,Uttar Pradesh
B B R International School Runchi Mathura Up,7055000146,bbrinternationalschool@gmail.com,Mathura,Uttar Pradesh
D R S S Modern School Shergarh Chhata Mathura Up,9997290944,drssschool29@gmail.com,Mathura,Uttar Pradesh
D R S S Modern School Shergarh Chhata Mathura Up,7500666609,kirtibhati338@gmail.com,Mathura,Uttar Pradesh
D R S S Modern School Shergarh Chhata Mathura Up,8477246069,drssschool29@gmail.com,Mathura,Uttar Pradesh
Mathura Public School Gausana Raya Rd Mathura Up,7906631299,61026@cbseshiksha.in,Mathura,Uttar Pradesh
Angel Public Sch Ranwari Nh 2 Chhata Mathura Up,9760248933,angelpublicschool61005@gmail.com,Mathura,Uttar Pradesh
Angel Public Sch Ranwari Nh 2 Chhata Mathura Up,7060125479,ritikabhardwaj2503@gmail.com,Mathura,Uttar Pradesh
Angel Public Sch Ranwari Nh 2 Chhata Mathura Up,9720761570,sangeeta.chhata2018@gmail.com,Mathura,Uttar Pradesh
Chetan International Sch Vidavani Sonai Mathura,9412333209,cismathura@gmail.com,Mathura,Uttar Pradesh
Chetan International Sch Vidavani Sonai Mathura,9058004988,cismathura@gmail.com,Mathura,Uttar Pradesh
Chetan International Sch Vidavani Sonai Mathura,9997562370,cismathura@gmail.com,Mathura,Uttar Pradesh
Sunrise Public Sch Bati Road Bajna Mathura Up,9412178751,nishant.sharma1409@gmail.com,Mathura,Uttar Pradesh
Sunrise Public Sch Bati Road Bajna Mathura Up,9997127999,www.master111@gmail.com,Mathura,Uttar Pradesh
Sunrise Public Sch Bati Road Bajna Mathura Up,9410077781,brahamraj1612@gmail.com,Mathura,Uttar Pradesh
Nibodhita Vidya Mandir Vill Goverdhan Mathura Up,9012990212,samagra087@gmail.com,Mathura,Uttar Pradesh
Sanskar Public School Maholi Road Mathura Up,9058859069,akash.791994@gmail.com,Mathura,Uttar Pradesh
Sanskar Public School Maholi Road Mathura Up,7535938481,sanskarschool2009@gmail.com,Mathura,Uttar Pradesh
Sanskar Public School Maholi Road Mathura Up,9759580606,sanskarschool2009@gmail.com,Mathura,Uttar Pradesh
Shri Ji Intrl School Barsana Rd Chhata Mathura,6398292763,gauravdeshma4@gmail.com,Mathura,Uttar Pradesh
Shri Ji Intrl School Barsana Rd Chhata Mathura,8194011600,feedbackshrijee@gmail.com,Mathura,Uttar Pradesh
Shri Ji Intrl School Barsana Rd Chhata Mathura,9917073633,rohtashpandey@gmai.com,Mathura,Uttar Pradesh
S K S Public School Bulakpur Meerpur Mathura Up,8077685565,sharma.santosh204@gmail.com,Mathura,Uttar Pradesh
Mount Litera Zee Sch Delhi Masani Rd Mathura Up,9837286440,mlzsmathura@gmail.com,Mathura,Uttar Pradesh
Mount Litera Zee Sch Delhi Masani Rd Mathura Up,9358677300,principal.mathura@mountlitera.com,Mathura,Uttar Pradesh
Baba Patiram Vid Mand High Sch Palikhera Mathura,9412704481,bpvm2014@gmail.com,Mathura,Uttar Pradesh
Abs Public School Vill Kurkanda Farah Mathura,9412280160,vijaydwaper@gmail.com,Mathura,Uttar Pradesh
Abs Public School Vill Kurkanda Farah Mathura,8954330086,madhuvandutt@yahoo.com,Mathura,Uttar Pradesh
Abs Public School Vill Kurkanda Farah Mathura,9412676011,kkarora_advocate@yahoo.com,Mathura,Uttar Pradesh
Shri Krishnam Pub Sch Goverdhan Mathura Up,8449497069,erhksharma@yahoo.co.in,Mathura,Uttar Pradesh
Shri Krishnam Pub Sch Goverdhan Mathura Up,8650902909,erhksharmaa@gmail.com,Mathura,Uttar Pradesh
J S M Educational Academy Mant Mathura Up,9410446535,rupeshjsmrawat@gmail.com,Mathura,Uttar Pradesh
J S M Educational Academy Mant Mathura Up,8923489266,nishajsmrawat@gmail.com,Mathura,Uttar Pradesh
J S M Educational Academy Mant Mathura Up,9058268211,sudheshrawat@gmail.com,Mathura,Uttar Pradesh
Rishikul International School Mahavan Mathura Up,9415159403,sirlalitsharma@gmail.com,Mathura,Uttar Pradesh
Rishikul International School Mahavan Mathura Up,8272072090,mschitrasharma@rediffmail.com,Mathura,Uttar Pradesh
Rishikul International School Mahavan Mathura Up,7060681513,mschitrasharma@rediffmail.com,Mathura,Uttar Pradesh
Murari Kunj Svm Danghati Goverdhan Mathura Up,8410643690,shrimurarikunjsvm4@gmail.com,Mathura,Uttar Pradesh
Murari Kunj Svm Danghati Goverdhan Mathura Up,7248424336,shrimurarikunjsvm4@gmail.com,Mathura,Uttar Pradesh
Murari Kunj Svm Danghati Goverdhan Mathura Up,9720333824,shrimurarikunjsvm4@gmail.com,Mathura,Uttar Pradesh
Shri Balaji Public School Avairni Mathura Up,9457097333,girdhar.ec@gmail.com,Mathura,Uttar Pradesh
Shri Balaji Public School Avairni Mathura Up,7830084164,sbpsbaldev@gmail.com,Mathura,Uttar Pradesh
Romex International School Nh2 Mathura Up,9837266576,chaudharykrishna542@gmail.com,Mathura,Uttar Pradesh
Romex International School Nh2 Mathura Up,9205372639,priya.pc789@gmail.com,Mathura,Uttar Pradesh
Ch. Narottam Singh Intl Sch Garhi Ashiya Mathura,8958965598,elam02121978@gmail.com,Mathura,Uttar Pradesh
Ch. Narottam Singh Intl Sch Garhi Ashiya Mathura,9027987931,cnsinternational2012@gmail.com,Mathura,Uttar Pradesh
Ch. Narottam Singh Intl Sch Garhi Ashiya Mathura,8630642540,cnsisvinod@gmail.com,Mathura,Uttar Pradesh
B. G. B. Braj Education Acad Mahawan Mathura Up,9837855554,bgb.ajaynagar@gmail.com,Mathura,Uttar Pradesh
B. G. B. Braj Education Acad Mahawan Mathura Up,9219883868,bgb.ajaynagar@gmail.com,Mathura,Uttar Pradesh
B. G. B. Braj Education Acad Mahawan Mathura Up,8923881035,bgb.ajaynagar@gmail.com,Mathura,Uttar Pradesh
Kanha Makhan Millennium Sch Agravatika Mathura,8272052047,,Mathura,Uttar Pradesh
Kanha Makhan Millennium Sch Agravatika Mathura,9359084102,kmmsmtr2015@gmail.com,Mathura,Uttar Pradesh
Kanha Makhan Millennium Sch Agravatika Mathura,9359084101,kmmsmtr2015@gmail.com,Mathura,Uttar Pradesh
Shri Girraj Maharaj Global Pub Sch Mathura Up,8954248486,sgmitm@gmail.com,Mathura,Uttar Pradesh
Shri Girraj Maharaj Global Pub Sch Mathura Up,9557997744,sgmrecord@gmail.com,Mathura,Uttar Pradesh
Shri Girraj Maharaj Global Pub Sch Mathura Up,9557492200,sgmrecord@gmail.com,Mathura,Uttar Pradesh
Maa Santoshi Vidhya Mandir Jhs Adeeg Mathura Up,8445353212,maasantoshi.jrhighschool@gmail.com,Mathura,Uttar Pradesh
Maa Santoshi Vidhya Mandir Jhs Adeeg Mathura Up,7895692473,maasantoshi.jrhighschool@gmail.com,Mathura,Uttar Pradesh
C. L. A. Public School Bajna Mant Mathura Up,8126670116,agrawalanuj2002@gmail.com,Mathura,Uttar Pradesh
C. L. A. Public School Bajna Mant Mathura Up,8938800751,clabajna@gmail.com,Mathura,Uttar Pradesh
C. L. A. Public School Bajna Mant Mathura Up,6398897166,tarunupadhyay26091980@gmail.com,Mathura,Uttar Pradesh
Ved Prakash Pathak Pub Sch Naujheel Mathura Up,9837742450,hpcpathak@gmail.com,Mathura,Uttar Pradesh
Ved Prakash Pathak Pub Sch Naujheel Mathura Up,8445887001,1989kksaraswat@gmail.com,Mathura,Uttar Pradesh
Ramanlal Shorawala Intl Sch Rawal Mathura Up,9364312146,rsismtr@gmail.com,Mathura,Uttar Pradesh
Ramanlal Shorawala Intl Sch Rawal Mathura Up,9927072505,rsismtr@gmail.com,Mathura,Uttar Pradesh
Ramanlal Shorawala Intl Sch Rawal Mathura Up,8475005105,rsismtr@gmail.com,Mathura,Uttar Pradesh
Harish Raghav Public School Naugaon Mathura Up,9997888883,anugrahrawat@gmail.com,Mathura,Uttar Pradesh
Harish Raghav Public School Naugaon Mathura Up,7417855390,hrpsshc@gmail.com,Mathura,Uttar Pradesh
Harish Raghav Public School Naugaon Mathura Up,7088913359,hrpscomplaint@gmail.com,Mathura,Uttar Pradesh
Srbs International Sch Nauhjeel Mant Mathura Up,9999209168,rupeshsingh1210@gmail.com,Mathura,Uttar Pradesh
Srbs International Sch Nauhjeel Mant Mathura Up,8791428684,dugguchaudhary89@gmail.com,Mathura,Uttar Pradesh
Srbs International Sch Nauhjeel Mant Mathura Up,9897515417,vsrmaths123@gmail.com,Mathura,Uttar Pradesh
Brij Dham Vidya Mandir Vl Pali Dungra Mathura Up,9412777659,bdvmmathura@gmail.com,Mathura,Uttar Pradesh
Brij Dham Vidya Mandir Vl Pali Dungra Mathura Up,8532866933,neetumadhu18@gmail.com,Mathura,Uttar Pradesh
Brij Dham Vidya Mandir Vl Pali Dungra Mathura Up,9568209999,bdvmmathura@gmail.com,Mathura,Uttar Pradesh
Green Willow Pub Sch Navada Mathura Up,9837300040,gwps2010@rediffmail.com,Mathura,Uttar Pradesh
Green Willow Pub Sch Navada Mathura Up,8191000442,gwps2010@rediffmail.com,Mathura,Uttar Pradesh
Jsb Pub Sch Kosi Khurd Sadar Mathura Up,9760003480,jsbps.mathura@gmail.com,Mathura,Uttar Pradesh
Jsb Pub Sch Kosi Khurd Sadar Mathura Up,8979002151,jsbsetrj01@gmail.com,Mathura,Uttar Pradesh
Jsb Pub Sch Kosi Khurd Sadar Mathura Up,8979002160,gvrjsbmtr01@gmail.com,Mathura,Uttar Pradesh
Smt Anguri Devi Pub Sch Hulwana Chhata Mathura,8433244579,adps.hulwana@gmail.com,Mathura,Uttar Pradesh
Smt Anguri Devi Pub Sch Hulwana Chhata Mathura,8474921276,babitabeniwal.kamar@gmail.com,Mathura,Uttar Pradesh
Smt Anguri Devi Pub Sch Hulwana Chhata Mathura,9058565615,adps.hulwana@gmail.com,Mathura,Uttar Pradesh
M D Jain Public School Kosi Kalan Mathura Up,9045191148,krishankosi@gmail.com,Mathura,Uttar Pradesh
M D Jain Public School Kosi Kalan Mathura Up,8859651067,ved53935@gmail.com,Mathura,Uttar Pradesh
M D Jain Public School Kosi Kalan Mathura Up,8192009130,deepakvermakosi@gmail.com,Mathura,Uttar Pradesh
K N International Sch Bharatpur Road Mathura Up,9690066666,info@kninternationalschool.com,Mathura,Uttar Pradesh
K N International Sch Bharatpur Road Mathura Up,9997582917,meenakshibali62@yahoo.com,Mathura,Uttar Pradesh
K N International Sch Bharatpur Road Mathura Up,817140660,info@kninternationalschool.com,Mathura,Uttar Pradesh
Charkula Global Pub Sch Radhakund Mathura Up,9997545656,charkulaschool@gmail.com,Mathura,Uttar Pradesh
Charkula Global Pub Sch Radhakund Mathura Up,9810254080,charkulaschool@gmail.com,Mathura,Uttar Pradesh
Charkula Global Pub Sch Radhakund Mathura Up,9729795264,siddharthmalhotra247@gmail.com,Mathura,Uttar Pradesh
M P S M Grace Con Sch Vill Ganeshra Mathura Up,8958807695,mpsmgraceconvent@yahoo.com,Mathura,Uttar Pradesh
M P S M Grace Con Sch Vill Ganeshra Mathura Up,7017958102,seema123@gmail.com,Mathura,Uttar Pradesh
M P S M Grace Con Sch Vill Ganeshra Mathura Up,7055500343,bharatt_sharma@yahoo.com,Mathura,Uttar Pradesh
Rajiv International Sch Chhatikara Mathura Up,7500100012,gjain6898@gmail.com,Mathura,Uttar Pradesh
Rajiv International Sch Chhatikara Mathura Up,7417794361,pchawla1980@gmail.com,Mathura,Uttar Pradesh
Rajiv International Sch Chhatikara Mathura Up,9690229777,tanujark.sharma11@gmail.com,Mathura,Uttar Pradesh
S R R Pub Sch Sanket Nandgaon Barsana Rd Mathura,8218097575,radhesharma051997@gmail.com,Mathura,Uttar Pradesh
S R R Pub Sch Sanket Nandgaon Barsana Rd Mathura,8193835621,poojasrrps@gmail.com,Mathura,Uttar Pradesh
S R R Pub Sch Sanket Nandgaon Barsana Rd Mathura,8171581929,mamtayadav8171@gmail.com,Mathura,Uttar Pradesh
Delhi Public School Rasoolpur Magorra Mathura Up,7500200011,salmankhan0043@rediffmail.com,Mathura,Uttar Pradesh
Delhi Public School Rasoolpur Magorra Mathura Up,7906745287,rupeeda@gmail.com,Mathura,Uttar Pradesh
Delhi Public School Rasoolpur Magorra Mathura Up,9557417396,info@dpsmathura.com,Mathura,Uttar Pradesh
Mount Hill Academy Ajay Nagar Mahavan Mathura Up,7088025252,mounthillacademy06@gmail.com,Mathura,Uttar Pradesh
Mount Hill Academy Ajay Nagar Mahavan Mathura Up,9368855055,mounthillacademy06@gmail.com,Mathura,Uttar Pradesh
Mount Hill Academy Ajay Nagar Mahavan Mathura Up,9870708425,deepeshmha@gmail.com,Mathura,Uttar Pradesh
Goverdhan Vidyapeeth Om Ngr Padal Mathura Up,8449009999,goverdhanvidyapeeth2010@gmail.com,Mathura,Uttar Pradesh
Goverdhan Vidyapeeth Om Ngr Padal Mathura Up,9411879326,gautampushpa1964@gmail.com,Mathura,Uttar Pradesh
Goverdhan Vidyapeeth Om Ngr Padal Mathura Up,9997052670,mrajput.2011@gmail.com,Mathura,Uttar Pradesh
K D Pub Sch Neem Gaon Rd Ayra Kher Mathura Up,9758609698,satishchandraraya0016@gmail.com,Mathura,Uttar Pradesh
K D Pub Sch Neem Gaon Rd Ayra Kher Mathura Up,9758232313,hoshiyarsingh5171@gmail.com,Mathura,Uttar Pradesh
S D Public School Nandgaon Chhata Mathura Up,8630089510,nandgaon.sdps34@gmail.com,Mathura,Uttar Pradesh
S D Public School Nandgaon Chhata Mathura Up,9086730341,sdps.nandgaon21@gmail.com,Mathura,Uttar Pradesh
S D Public School Nandgaon Chhata Mathura Up,9760705098,sdps.nandgaon21@gmail.com,Mathura,Uttar Pradesh
Bs Academy Vill & Po Tenti Gaon Maant Mathura Up,8077477382,brijsthaliacademy2@gmail.com,Mathura,Uttar Pradesh
Bs Academy Vill & Po Tenti Gaon Maant Mathura Up,9058988038,brijsthaliacademy2@gmail.com,Mathura,Uttar Pradesh
Srs Intnl Sch Vill Mudilia Po Bajna Mathura Up,7310694930,sriemgurgaon@yahoo.com,Mathura,Uttar Pradesh
Srs Intnl Sch Vill Mudilia Po Bajna Mathura Up,8218486724,sriemgurgaon@yahoo.com,Mathura,Uttar Pradesh
R D S V M Keshav Ngr Vrindavan Mathura Up,8267994605,svmkeshavdhamvbn@gmail.com,Mathura,Uttar Pradesh
R D S V M Keshav Ngr Vrindavan Mathura Up,9675625029,svmkeshavdhamvbn@gmail.com,Mathura,Uttar Pradesh
R D S V M Keshav Ngr Vrindavan Mathura Up,8433048146,svmkeshavdhamvbn@gmail.com,Mathura,Uttar Pradesh
Kds International School Salempur Rd Mathura Up,9058024296,bbgautam78@gmail.com,Mathura,Uttar Pradesh
Kds International School Salempur Rd Mathura Up,8923006107,anjana69@gmail.com,Mathura,Uttar Pradesh
Kds International School Salempur Rd Mathura Up,8218192600,brijbgautam@gmail.com,Mathura,Uttar Pradesh
Samvid Gurukulam Girls Sainik School,9412777156,principal.samvidgurukulam0@gmail.com,Korukonda,Andhra Pradesh
Samvid Gurukulam Girls Sainik School,9412777153,principal.samvidgurukulam0@gmail.com,Korukonda,Andhra Pradesh
Sps Intnl Academy Nh2 Kosi Kalan Mathura Up,8814000605,raorajender1977@gmail.com,Mathura,Uttar Pradesh
Csrv Vidya Ashram Chaumuhan Mathura Up,7078339552,sisodiamanvendra7@gmail.com,Mathura,Uttar Pradesh
Csrv Vidya Ashram Chaumuhan Mathura Up,7895961237,csrvva@gmail.com,Mathura,Uttar Pradesh
Csrv Vidya Ashram Chaumuhan Mathura Up,9897991852,pssisodia02@gmail.com,Mathura,Uttar Pradesh
Prasad Pub Sch Industrial Area Mathura Up,9412488091,mail2lp14dec.@gmail.com,Mathura,Uttar Pradesh
Prasad Pub Sch Industrial Area Mathura Up,9457364885,prasadpublicschool@yahoo.com,Mathura,Uttar Pradesh
Prasad Pub Sch Industrial Area Mathura Up,9368132202,prasadpublicschool@yahoo.com,Mathura,Uttar Pradesh
M M K S S Vidya Mandir Chandravali Mathura Up,9410414054,10611568@cbsedigitaledu.in,Mathura,Uttar Pradesh
M M K S S Vidya Mandir Chandravali Mathura Up,8899434364,tlraj09@gmail.com,Mathura,Uttar Pradesh
M M K S S Vidya Mandir Chandravali Mathura Up,9927987659,rajkumar.mmks@gmail.com,Mathura,Uttar Pradesh
Pt H S R L Indian Pub Sch Vrindavan Mathura Up,9837081468,indianpublicschoolvbn@gmail.com,Mathura,Uttar Pradesh
Police Modern Sch Rsrve Police Lines Mathura Up,7417411011,gyanendrasingh171@gmail.com,Mathura,Uttar Pradesh
Police Modern Sch Rsrve Police Lines Mathura Up,9454400298,sspmta-up@nic.in,Mathura,Uttar Pradesh
Police Modern Sch Rsrve Police Lines Mathura Up,9454401102,gyanendrasingh171@gmail.com,Mathura,Uttar Pradesh
Heera Singh Pub Sch Ading Sonkh Rd Mathura Up,9897679788,heera.singh499@gmail.com,Mathura,Uttar Pradesh
Heera Singh Pub Sch Ading Sonkh Rd Mathura Up,9166513959,heera.singh@gmail.com,Mathura,Uttar Pradesh
Heera Singh Pub Sch Ading Sonkh Rd Mathura Up,9997320031,heera.singh499@gmail.com,Mathura,Uttar Pradesh
Modern Academy Int Kosi Kalan Mathura Up,9634069289,maikosikalan@gmail.com,Mathura,Uttar Pradesh
Modern Academy Int Kosi Kalan Mathura Up,9830024096,tmakolkata@gmail.com,Mathura,Uttar Pradesh
Modern Academy Int Kosi Kalan Mathura Up,9836231200,sagorikaghose@rediffmail.com,Mathura,Uttar Pradesh
Sanskriti Pub Sch Baldev Mathura Up,9258048769,principal_spsbaldsev@yahoo.co.in,Mathura,Uttar Pradesh
Sanskriti Pub Sch Baldev Mathura Up,9720108738,principal_spsbaldev@yahoo.com,Mathura,Uttar Pradesh
Sanskriti Pub Sch Baldev Mathura Up,9997369867,dev123.sharma@gmail.com,Mathura,Uttar Pradesh
Baldeo Public School Kailash Road Mathura Up,9720101004,baldeopublicschoolmathura@gmail.com,Mathura,Uttar Pradesh
Baldeo Public School Kailash Road Mathura Up,9720446444,dr.anitasikarwar2001@gmail.com,Mathura,Uttar Pradesh
Baldeo Public School Kailash Road Mathura Up,9720513100,baldeopublicschoolmathura@gmail.com,Mathura,Uttar Pradesh
Kanha Makhan Pub Sch Saraswati Kund Mathura Up,9760164699,kmpsmtr2007@gmail.com,Mathura,Uttar Pradesh
Kanha Makhan Pub Sch Saraswati Kund Mathura Up,9258395344,kmpsmtr2007@gmail.com,Mathura,Uttar Pradesh
Kanha Makhan Pub Sch Saraswati Kund Mathura Up,9045158781,kmpsmtr2007@gmail.com,Mathura,Uttar Pradesh
Virandavan Pub Sch Dhorera Premngr Mathura Up,8193932751,vpsdhorera@rediffmail.com,Mathura,Uttar Pradesh
Virandavan Pub Sch Dhorera Premngr Mathura Up,7895170545,vpsdhorera@rediffmail.com,Mathura,Uttar Pradesh
Virandavan Pub Sch Dhorera Premngr Mathura Up,9012068937,vpsdhorera@rediffmail.com,Mathura,Uttar Pradesh
Chandanvan Pub School Bharatpur Road Mathura Up,9319329688,citimathura@gmail.com,Mathura,Uttar Pradesh
Chandanvan Pub School Bharatpur Road Mathura Up,8864991078,cpsmathura@gmail.com,Mathura,Uttar Pradesh
Chandanvan Pub School Bharatpur Road Mathura Up,8171518375,kajalsinghcpsmtr@gmail.com,Mathura,Uttar Pradesh
Arcadian Public Sch Nauhjheel Bajna Mathura Up,8191099700,mitul.pathak@yahoo.co.in,Mathura,Uttar Pradesh
Arcadian Public Sch Nauhjheel Bajna Mathura Up,9012250508,arcadianpublic@yahoo.co.in,Mathura,Uttar Pradesh
Arcadian Public Sch Nauhjheel Bajna Mathura Up,9457382884,arcadianpublic@yahoo.co.in,Mathura,Uttar Pradesh
